timestamp,Q_h(kWh),T_op(°C),T_ext(°C),ΦH_em_eff(kW),θH_em_flow(°C),θH_em_ret(°C),V_H_em_eff(m3/h),θH_em_flw_min_req(°C),θH_nod_out(°C),θH_cr_flw(°C),θH_cr_ret(°C),V_H_cr(m3/h),θH_dis_flw(°C),θH_dis_ret(°C),βH_em(-),Q_w_dis_i_ls(kWh),Q_w_dis_i_aux(kWh),Q_w_dis_i_ls_rbl_H(kWh),QH_dis_i_req(kWh),QH_dis_i_in(kWh),V_H_dis(m3/h),max_output_g1(kWh),QH_gen_out(kWh),θX_gen_cr_flw(°C),θX_gen_cr_ret(°C),V_H_gen(m3/h),efficiency_gen(%),EHW_gen_in(kWh),EHW_gen_aux(kWh),QW_gen_i_ls_rbl_H(kWh),QW_gen_out(kWh),QHW_gen_out(kWh),EH_gen_in(kWh),EWH_gen_in(kWh)
2009-12-01 10:00:00,3.8252240875207946,20.0,5.79,4.250248986134216,56.05119794583862,45.42557548050308,0.3448275862068966,58.05119794583862,34.675769230769234,34.675769230769234,45.42557548050308,0.0,56.05119794583862,45.42557548050308,0.531281123266777,1.4754425622322005,0.024,1.3278983060089806,4.250248986134216,4.373793242357436,0.35485087373714724,27.0,4.373793242357436,56.05119794583862,52.81135109964792,1.163793103448276,95.0,4.603992886692038,0.0,0.0920798577338406,0.0,4.373793242357436,4.603992886692038,0.0
2009-12-01 11:00:00,3.7469953756610757,20.000000000000004,7.16,4.163328195178973,55.45783995864936,45.049519470701924,0.3448275862068966,57.45783995864936,33.78,33.78,45.049519470701924,0.0,55.45783995864936,45.049519470701924,0.5204160243973717,1.4521766263044305,0.024,1.3069589636739876,4.163328195178973,4.284545857809416,0.3548674370307878,27.0,4.284545857809416,55.45783995864936,52.284102286197935,1.1637931034482758,95.0,4.5100482713783325,0.0,0.09020096542756662,0.0,4.284545857809416,4.5100482713783325,0.0
2009-12-01 12:00:00,3.6986323831344268,20.0,7.67,4.10959153681603,55.08984365946157,44.81586481742149,0.3448275862068966,57.08984365946157,33.44653846153846,33.44653846153846,44.81586481742149,0.0,55.08984365946157,44.81586481742149,0.5136989421020037,1.4377370034451935,0.024,1.293963303100674,4.10959153681603,4.2293652371605495,0.35487755725897513,27.0,4.2293652371605495,55.08984365946157,51.956980520824125,1.1637931034482758,95.0,4.45196340753742,0.0,0.0890392681507482,0.0,4.2293652371605495,4.45196340753742,0.0
2009-12-01 13:00:00,3.628169085931791,20.0,8.38,4.031298984368657,54.55205381905218,44.47380635813054,0.3448275862068966,56.55205381905218,32.98230769230769,32.98230769230769,44.47380635813054,0.0,54.55205381905218,44.47380635813054,0.5039123730460822,1.4166206442523852,0.024,1.2749585798271468,4.031298984368657,4.148961048793895,0.35489211523865455,27.0,4.148961048793895,54.55205381905218,51.47874933846411,1.163793103448276,95.0,4.367327419783047,0.0,0.08734654839566076,0.0,4.148961048793895,4.367327419783047,0.0
2009-12-01 14:00:00,3.6771510863522456,20.0,8.21,4.085723429280273,54.92610074036363,44.71179216716295,0.3448275862068966,56.92610074036363,33.09346153846154,33.09346153846154,44.71179216716295,0.0,54.92610074036363,44.71179216716295,0.5107154286600342,1.431309429780638,0.024,1.288178486802574,4.085723429280273,4.204854372258337,0.3548820199493473,27.0,4.204854372258337,54.92610074036363,51.811393797950046,1.163793103448276,95.0,4.426162497114039,0.0,0.08852324994228092,0.0,4.204854372258337,4.426162497114039,0.0
2009-12-01 15:00:00,3.7217154298522312,20.0,8.48,4.135239366502479,55.265596167601814,44.92749775134561,0.3448275862068966,57.265596167601814,32.91692307692308,32.91692307692308,44.92749775134561,0.0,55.265596167601814,44.92749775134561,0.5169049208128099,1.4446342540547383,0.024,1.3001708286492644,4.135239366502479,4.255702791907953,0.354872739226398,27.0,4.255702791907953,55.265596167601814,52.11322372915148,1.1637931034482758,95.0,4.479687149376793,0.0,0.08959374298753603,0.0,4.255702791907953,4.479687149376793,0.0
2009-12-01 16:00:00,3.8080965647560165,20.0,8.64,4.231218405284463,55.92148431872711,45.34343830551596,0.3448275862068966,57.92148431872711,32.81230769230769,32.81230769230769,45.34343830551596,0.0,55.92148431872711,45.34343830551596,0.5289023006605579,1.4703581429818338,0.024,1.3233223286836502,4.231218405284463,4.354254219582646,0.3548545190658709,27.0,4.354254219582646,55.92148431872711,52.69611082273997,1.163793103448276,95.0,4.583425494297522,0.0,0.09166850988595031,0.0,4.354254219582646,4.583425494297522,0.0
2009-12-01 17:00:00,3.9267504670727345,20.0,8.12,4.363056074525261,56.81787200888732,45.91023182257416,0.3448275862068966,58.81787200888732,33.152307692307694,33.152307692307694,45.91023182257416,0.0,56.81787200888732,45.91023182257416,0.5453820093156576,1.5054744919550755,0.024,1.354927042759568,4.363056074525261,4.489603523720768,0.35482907385714957,27.0,4.489603523720768,56.81787200888732,53.492239769094155,1.1637931034482758,95.0,4.725898446021861,0.0,0.09451796892043732,0.0,4.489603523720768,4.725898446021861,0.0
2009-12-01 18:00:00,4.06751583384875,19.999999999999996,7.62,4.519462037609722,57.87472467144299,46.57606957741869,0.3448275862068966,59.87472467144299,33.47923076923077,33.47923076923077,46.57606957741869,0.0,57.87472467144299,46.57606957741869,0.5649327547012153,1.5468190619726805,0.024,1.3921371557754125,4.519462037609722,4.65014394380699,0.3547984026226384,27.0,4.65014394380699,57.87472467144299,54.430173601956334,1.163793103448276,95.0,4.894888361902095,0.0,0.09789776723804203,0.0,4.65014394380699,4.894888361902095,0.0
2009-12-01 19:00:00,4.186523390014695,20.0,7.24,4.651692655571884,58.76286423027546,47.13363259134575,0.3448275862068966,60.76286423027546,33.72769230769231,33.72769230769231,47.13363259134575,0.0,58.76286423027546,47.13363259134575,0.5814615819464855,1.5815159237189091,0.024,1.4233643313470181,4.651692655571884,4.785844247943775,0.3547721748133688,27.0,4.785844247943775,58.76286423027546,55.21779441698378,1.1637931034482758,95.0,5.037730787309236,0.0,0.10075461574618459,0.0,4.785844247943775,5.037730787309236,0.0
2009-12-01 20:00:00,4.277305446153535,20.0,7.24,4.7525616068372605,59.4371731815179,47.55576916442475,0.3448275862068966,61.4371731815179,33.72769230769231,33.72769230769231,47.55576916442475,0.0,59.4371731815179,47.55576916442475,0.5940702008546576,1.6078306163026237,0.024,1.4470475546723613,4.7525616068372605,4.889344668467523,0.3547520389290027,27.0,4.889344668467523,59.4371731815179,55.815436390060476,1.163793103448276,95.0,5.146678598386866,0.0,0.10293357196773734,0.0,4.889344668467523,5.146678598386866,0.0
2009-12-01 21:00:00,3.523376228440758,20.0,6.76,3.914862476045287,53.74858457952614,43.961428389412916,0.3448275862068966,55.74858457952614,34.041538461538465,34.041538461538465,43.961428389412916,0.0,53.74858457952614,43.961428389412916,0.4893578095056609,1.3850403112545373,0.024,1.2465362801290836,3.914862476045287,4.029366507170741,0.3549132913639868,27.0,4.029366507170741,53.74858457952614,50.76386864828855,1.1637931034482758,95.0,4.24143842860078,0.0,0.08482876857201554,0.0,4.029366507170741,4.24143842860078,0.0
2009-12-01 22:00:00,3.6200181874202975,20.0,6.41,4.0222424304669975,54.48971792471697,44.43411184854948,0.3448275862068966,56.48971792471697,34.270384615384614,34.270384615384614,44.43411184854948,0.0,54.48971792471697,44.43411184854948,0.5027803038083747,1.4141719145583946,0.024,1.2727547231025553,4.0222424304669975,4.139659621922837,0.35489378370961877,27.0,4.139659621922837,54.48971792471697,51.423303389959315,1.1637931034482758,95.0,4.357536444129302,0.0,0.08715072888258604,0.0,4.139659621922837,4.357536444129302,0.0
2009-12-01 23:00:00,0.0,18.545193256646673,6.1,0.0,18.545193256646673,18.545193256646673,0.3448275862068966,20.545193256646673,34.473076923076924,34.473076923076924,18.545193256646673,0.0,18.545193256646673,18.545193256646673,0.0,0.0,0.024,0.0,0.0,-0.024,0.0,27.0,0.0,18.545193256646673,18.545193256646673,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-02 00:00:00,0.0,18.15092095249674,5.78,0.0,18.15092095249674,18.15092095249674,0.3448275862068966,20.15092095249674,34.68230769230769,34.68230769230769,18.15092095249674,0.0,18.15092095249674,18.15092095249674,0.0,0.0,0.024,0.0,0.0,-0.024,0.0,27.0,0.0,18.15092095249674,18.15092095249674,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-02 01:00:00,0.0,17.983545992222517,5.48,0.0,17.983545992222517,17.983545992222517,0.3448275862068966,19.983545992222517,34.878461538461536,34.878461538461536,17.983545992222517,0.0,17.983545992222517,17.983545992222517,0.0,0.0,0.024,0.0,0.0,-0.024,0.0,27.0,0.0,17.983545992222517,17.983545992222517,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-02 02:00:00,0.0,17.854419081280625,4.76,0.0,17.854419081280625,17.854419081280625,0.3448275862068966,19.854419081280625,35.34923076923077,35.34923076923077,17.854419081280625,0.0,17.854419081280625,17.854419081280625,0.0,0.0,0.024,0.0,0.0,-0.024,0.0,27.0,0.0,17.854419081280625,17.854419081280625,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-02 03:00:00,0.0,17.736183315992598,4.32,0.0,17.736183315992598,17.736183315992598,0.3448275862068966,19.736183315992598,35.636923076923075,35.636923076923075,17.736183315992598,0.0,17.736183315992598,17.736183315992598,0.0,0.0,0.024,0.0,0.0,-0.024,0.0,27.0,0.0,17.736183315992598,17.736183315992598,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-02 04:00:00,0.0,17.60793197132599,3.38,0.0,17.60793197132599,17.60793197132599,0.3448275862068966,19.60793197132599,36.25153846153846,36.25153846153846,17.60793197132599,0.0,17.60793197132599,17.60793197132599,0.0,0.0,0.024,0.0,0.0,-0.024,0.0,27.0,0.0,17.60793197132599,17.60793197132599,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-12-02 05:00:00,7.653400890946322,20.0,2.62,8.503778767718135,83.03457762819752,61.775130708902196,0.3448275862068966,85.03457762819752,36.74846153846154,36.74846153846154,61.775130708902196,0.0,83.03457762819752,61.775130708902196,1.0629723459647669,2.5154330000903933,0.024,2.263889700081354,8.503778767718135,8.731322067727175,0.3540544498216382,27.0,8.731322067727175,83.03457762819752,76.56693165210332,1.1637931034482758,95.0,9.190865334449658,0.0,0.18381730668899296,0.0,8.731322067727175,9.190865334449658,0.0
